,Id,SalePrice
0,1461,120888.221720583
1,1462,183299.68029936135
2,1463,175235.60061260205
3,1464,190794.091881609
4,1465,209041.15391052573
5,1466,168651.32378489006
6,1467,181514.99952552925
7,1468,154745.82278019193
8,1469,206630.59872339971
9,1470,113865.77705905131
10,1471,196889.7722723365
11,1472,90103.67652939644
12,1473,86681.88221484603
13,1474,146654.5446127868
14,1475,104827.30560309067
15,1476,345408.3152596568
16,1477,258121.60796621916
17,1478,301746.4914957228
18,1479,277363.84125982947
19,1480,390493.8489613817
20,1481,309327.7580381599
21,1482,207987.20112516085
22,1483,179822.63942147544
23,1484,175934.30066471075
24,1485,181438.6348826828
25,1486,201203.6627594872
26,1487,314071.33757857943
27,1488,331795.15174411575
28,1489,212461.73007499028
29,1490,245895.91811210735
30,1491,202558.74191892464
31,1492,111021.26343997831
32,1493,194447.36720571437
33,1494,292013.47292614676
34,1495,287222.45188084967
35,1496,245072.58948207158
36,1497,181725.9154953135
37,1498,162991.89789019554
38,1499,167935.97171751675
39,1500,162008.10452285237
40,1501,196244.14158223887
41,1502,145633.25829813402
42,1503,311545.0140535829
43,1504,242861.04096369568
44,1505,231553.77488228507
45,1506,199619.24162582308
46,1507,255325.1755615507
47,1508,184994.72405175472
48,1509,159490.27186844492
49,1510,150995.15102843463
50,1511,146192.16524134367
51,1512,188231.97873790003
52,1513,140183.10585601238
53,1514,164920.1734778077
54,1515,217622.70475754447
55,1516,154706.9315273799
56,1517,182077.20912817336
57,1518,133673.95263114458
58,1519,237215.19632188242
59,1520,121270.8983361054
60,1521,136183.20733268245
61,1522,189877.77972344527
62,1523,101933.5880904665
63,1524,112510.59271892108
64,1525,115419.14106319634
65,1526,85721.26402088553
66,1527,104051.14037626036
67,1528,135426.65319086483
68,1529,150337.6681520639
69,1530,202514.66444770084
70,1531,136288.04002690676
71,1532,120096.74931248675
72,1533,160988.09649242298
73,1534,116268.27795875006
74,1535,160804.28881189678
75,1536,108249.80942216865
76,1537,41370.66004614858
77,1538,181300.22240667554
78,1539,225228.04881932927
79,1540,124821.88264602731
80,1541,133935.9474377252
81,1542,169730.16514559896
82,1543,200180.21744756482
83,1544,84982.4248684591
84,1545,106531.73898533569
85,1546,140740.5240562894
86,1547,139749.00976856705
87,1548,137629.51410246897
88,1549,123201.9217711221
89,1550,143335.9614572224
90,1551,130080.7145203477
91,1552,155695.4354253934
92,1553,177832.96320251533
93,1554,121102.86188770803
94,1555,188123.1272441835
95,1556,110134.9984997346
96,1557,94358.21321967061
97,1558,91688.56607270401
98,1559,91654.29043550666
99,1560,143880.00312057446
100,1561,140354.6650407314
101,1562,121304.79607550033
102,1563,114341.3661261643
103,1564,152627.97385651263
104,1565,128028.97723194896
105,1566,252917.22391143095
106,1567,56862.26755268936
107,1568,240074.06899227845
108,1569,111611.13697460588
109,1570,129611.32848634124
110,1571,85932.15252766211
111,1572,137366.13179925867
112,1573,253895.50808539387
113,1574,111887.29976008923
114,1575,262406.79441730777
115,1576,252620.1870741139
116,1577,185088.68079052368
117,1578,138044.59159001854
118,1579,156589.14754833994
119,1580,191098.19467864328
120,1581,160693.9828101579
121,1582,132860.87638468933
122,1583,310419.48927446356
123,1584,232967.270470365
124,1585,162402.85960915408
125,1586,12468.622083792754
126,1587,71562.04731416031
127,1588,161910.02598880752
128,1589,90223.75683446023
129,1590,125436.57482651627
130,1591,99596.88724709465
131,1592,107429.73053441882
132,1593,108867.21385642806
133,1594,168144.40750192784
134,1595,140188.34397714224
135,1596,234312.9316447103
136,1597,195834.9102960221
137,1598,185278.2364599611
138,1599,196307.9794385856
139,1600,179288.01982964764
140,1601,27588.95683988789
141,1602,121369.76510868248
142,1603,64788.77583143195
143,1604,268249.3776679921
144,1605,240165.95393946208
145,1606,173553.9312233258
146,1607,140560.02921059693
147,1608,209888.86329678714
148,1609,213658.53325930337
149,1610,144135.73043207315
150,1611,138988.58039432124
151,1612,173574.240163222
152,1613,150050.67889535686
153,1614,119842.69153953299
154,1615,84037.46250243945
155,1616,60642.81891997745
156,1617,61863.201114704614
157,1618,99893.14494250047
158,1619,144178.85701693073
159,1620,170869.56245809718
160,1621,138327.20488960424
161,1622,140825.40640956338
162,1623,269542.8427030224
163,1624,226780.45191030833
164,1625,114270.7924821615
165,1626,179233.2439930736
166,1627,187031.95731113033
167,1628,270566.6029264651
168,1629,171500.95246902716
169,1630,288759.5636712586
170,1631,203161.01556130624
171,1632,237163.65882758275
172,1633,171406.31879938257
173,1634,183237.267491743
174,1635,174906.3889937024
175,1636,149239.31008967562
176,1637,194878.8105299252
177,1638,202588.17206440773
178,1639,185439.46177544203
179,1640,242881.6164537714
180,1641,186650.18159532238
181,1642,241996.53404319964
182,1643,229146.02032416803
183,1644,226854.5414285941
184,1645,232907.83329945878
185,1646,167978.95785626798
186,1647,154333.08161056152
187,1648,108527.93201405856
188,1649,125471.90368595984
189,1650,103603.34352709066
190,1651,108689.33437702207
191,1652,88415.9600695433
192,1653,90158.56882520241
193,1654,143940.75211669694
194,1655,130522.87139591586
195,1656,132272.8933489702
196,1657,143617.1281948586
197,1658,146887.82733794494
198,1659,111732.50948194835
199,1660,154444.34187457137
200,1661,394299.02002496185
201,1662,356894.6890883193
202,1663,356480.26639000763
203,1664,314713.3338493045
204,1665,285344.23180942796
205,1666,324864.58892539097
206,1667,332902.23574307235
207,1668,331097.96402391535
208,1669,288504.447867856
209,1670,330635.3050715998
210,1671,286098.7882684309
211,1672,347499.6836909831
212,1673,271965.88361087546
213,1674,247131.54649953934
214,1675,214207.62949959963
215,1676,214858.58083966072
216,1677,215468.6737950807
217,1678,361281.3358622021
218,1679,359738.0101792563
219,1680,328509.3913117434
220,1681,265299.79569856107
221,1682,311174.02794318803
222,1683,193719.36591574055
223,1684,178324.8447207492
224,1685,183825.5456133123
225,1686,174765.8303596417
226,1687,172727.62948707322
227,1688,195655.7891912748
228,1689,202978.82876808566
229,1690,192427.93550920437
230,1691,189191.50353524144
231,1692,235993.79116449383
232,1693,175278.20837080225
233,1694,171319.62222714123
234,1695,153033.59183291078
235,1696,262221.70428612054
236,1697,152859.55238320766
237,1698,326034.9276639929
238,1699,315909.70570714487
239,1700,263519.739196197
240,1701,283211.9340851261
241,1702,251166.81371271145
242,1703,251834.65624586033
243,1704,281604.9099432632
244,1705,246499.5447797131
245,1706,317702.7192845833
246,1707,221471.67418707538
247,1708,210815.9101373853
248,1709,256508.6049880444
249,1710,222355.54552825028
250,1711,250885.76432497453
251,1712,264338.4922616604
252,1713,274697.875598911
253,1714,227898.88198653556
254,1715,205446.75707355188
255,1716,193060.64839421053
256,1717,171151.035215734
257,1718,149955.49365638063
258,1719,217997.43189691173
259,1720,262148.4545172804
260,1721,176287.58031584564
261,1722,136588.8495979049
262,1723,152606.46245898533
263,1724,225688.51621043406
264,1725,229641.84621460596
265,1726,183102.2675895361
266,1727,158306.46331663564
267,1728,174505.12511814912
268,1729,137720.09294349092
269,1730,150256.16930415537
270,1731,109408.00888431602
271,1732,114275.65173469207
272,1733,87938.58157063152
273,1734,77526.63450985082
274,1735,120526.87025651525
275,1736,89688.48506609278
276,1737,312839.0866887858
277,1738,249040.26126711204
278,1739,283495.11608400237
279,1740,228393.20092642857
280,1741,199013.44985755254
281,1742,179086.2885734327
282,1743,189295.78273253224
283,1744,320157.9830839036
284,1745,239268.48238322855
285,1746,215275.12914296525
286,1747,225855.31455602357
287,1748,239400.46149789236
288,1749,160127.58131423657
289,1750,141424.67998897439
290,1751,243463.4943772338
291,1752,107281.15952036405
292,1753,153078.82819498717
293,1754,201100.78588748127
294,1755,187113.81655749667
295,1756,121567.92659897558
296,1757,114999.14983003655
297,1758,144081.40377905843
298,1759,167474.42981087035
299,1760,168707.69160976892
300,1761,148599.96645866666
301,1762,174543.6779900169
302,1763,187435.9176655173
303,1764,108617.55016355182
304,1765,204482.07282632095
305,1766,201062.2745709848
306,1767,230092.83325672647
307,1768,148392.8943981572
308,1769,161887.85205549203
309,1770,159857.0146878717
310,1771,109199.2474849339
311,1772,149735.6782899579
312,1773,114285.46573994226
313,1774,153877.88929583627
314,1775,138521.87402192553
315,1776,136557.91315411267
316,1777,95190.92181262876
317,1778,159928.84603817586
318,1779,116065.61515798268
319,1780,170980.85305204618
320,1781,127519.51284764064
321,1782,57493.27719919833
322,1783,129165.52365744731
323,1784,99162.92733637035
324,1785,128876.90835114985
325,1786,61347.19240433899
326,1787,164898.85751297214
327,1788,36092.94824717601
328,1789,106061.2847234912
329,1790,57196.54003918072
330,1791,200743.14123968186
331,1792,165464.66093915058
332,1793,122111.55185480358
333,1794,185889.47532452876
